Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
11,18-06-2010,1336523,0,84,3,215,7
11,25-06-2010,1262025,0,84,3,215,7
11,02-07-2010,1302600,0,83,3,215,7
11,09-07-2010,1280156,0,83,3,214,7
11,16-07-2010,1290610,0,85,3,214,7
11,23-07-2010,1244390,0,85,3,215,7
11,30-07-2010,1250179,0,83,3,215,7
11,06-08-2010,1369635,0,87,3,215,7
11,13-08-2010,1384339,0,88,3,215,7
11,20-08-2010,1430192,0,89,3,215,7
11,27-08-2010,1311263,0,88,3,215,7
11,03-09-2010,1303914,0,85,3,215,7
11,10-09-2010,1231428,1,82,3,215,7
11,17-09-2010,1215676,0,83,3,215,7
11,24-09-2010,1170103,0,77,3,215,7
11,01-10-2010,1182490,0,75,3,215,8
11,08-10-2010,1293473,0,69,3,215,8
11,15-10-2010,1175004,0,71,3,215,8
11,22-10-2010,1169831,0,73,3,215,8
11,29-10-2010,1195036,0,74,3,215,8
11,05-11-2010,1332759,0,64,3,215,8
11,12-11-2010,1281676,0,64,3,215,8
11,19-11-2010,1292347,0,59,3,215,8
11,26-11-2010,1757243,1,70,3,215,8
11,03-12-2010,1380523,0,56,3,215,8
11,10-12-2010,1564516,0,53,3,215,8
11,17-12-2010,1843971,0,55,3,215,8
11,24-12-2010,2306265,0,59,3,215,8
11,31-12-2010,1172003,1,55,3,215,8
11,07-01-2011,1178905,0,54,3,215,8
11,14-01-2011,1194450,0,45,3,215,8
11,21-01-2011,1187776,0,52,3,215,8
11,28-01-2011,1100419,0,51,3,216,8
11,04-02-2011,1422546,0,47,3,216,8
11,11-02-2011,1419237,1,45,3,216,8
11,18-02-2011,1554747,0,62,3,217,8
11,25-02-2011,1323999,0,69,3,217,8
11,04-03-2011,1399457,0,66,3,217,8
11,11-03-2011,1314557,0,63,3,217,8
11,18-03-2011,1391814,0,70,3,218,8
11,25-03-2011,1229777,0,74,3,218,8
11,01-04-2011,1258674,0,69,4,218,8
11,08-04-2011,1327401,0,74,4,218,8
11,15-04-2011,1312906,0,77,4,219,8
11,22-04-2011,1388119,0,78,4,219,8
11,29-04-2011,1357590,0,80,4,219,8
11,06-05-2011,1331453,0,71,4,219,8
11,13-05-2011,1277959,0,81,4,219,8
11,20-05-2011,1239467,0,77,4,219,8
11,27-05-2011,1216877,0,86,4,219,8
11,03-06-2011,1343637,0,86,4,219,8
11,10-06-2011,1314627,0,86,4,218,8
11,17-06-2011,1337507,0,88,4,218,8
11,24-06-2011,1254588,0,86,4,218,8
11,01-07-2011,1297472,0,86,4,219,8
11,08-07-2011,1334628,0,87,3,219,8
11,15-07-2011,1266547,0,88,4,219,8
11,22-07-2011,1290576,0,88,4,219,8
11,29-07-2011,1212939,0,89,4,219,8
11,05-08-2011,1403199,0,90,4,219,8
11,12-08-2011,1354188,0,90,4,219,8
11,19-08-2011,1484170,0,90,4,219,8
11,26-08-2011,1304707,0,89,4,219,8
11,02-09-2011,1297792,0,91,4,219,8
11,09-09-2011,1249440,1,85,4,219,8
11,16-09-2011,1270816,0,85,4,219,8
11,23-09-2011,1235775,0,82,3,220,8
11,30-09-2011,1190516,0,84,3,220,8
11,07-10-2011,1346271,0,77,3,220,7
11,14-10-2011,1286389,0,76,3,221,7
11,21-10-2011,1325108,0,71,3,221,7
11,28-10-2011,1310684,0,73,3,221,7
11,04-11-2011,1458287,0,61,3,221,7
11,11-11-2011,1366054,0,64,3,221,7
11,18-11-2011,1315092,0,66,3,222,7
11,25-11-2011,1848953,1,70,3,222,7
11,02-12-2011,1399322,0,57,3,222,7
11,09-12-2011,1646656,0,51,3,222,7
11,16-12-2011,1783910,0,60,3,223,7
11,23-12-2011,2213518,0,54,3,223,7
11,30-12-2011,1352084,1,49,3,223,7
11,06-01-2012,1283886,0,54,3,223,7
11,13-01-2012,1264737,0,53,3,223,7
11,20-01-2012,1207303,0,56,3,223,7
11,27-01-2012,1162676,0,58,3,224,7
11,03-02-2012,1376732,0,60,3,224,7
11,10-02-2012,1574288,1,52,3,224,7
11,17-02-2012,1569608,0,53,4,224,7
11,24-02-2012,1379473,0,61,4,224,7
11,02-03-2012,1438383,0,63,4,224,7
11,09-03-2012,1413383,0,61,4,225,7
11,16-03-2012,1441884,0,64,4,225,7
11,23-03-2012,1300594,0,67,4,225,7
11,30-03-2012,1300104,0,70,4,225,7
11,06-04-2012,1596325,0,74,4,225,7
11,13-04-2012,1472752,0,73,4,225,7
11,20-04-2012,1315357,0,72,4,225,7
11,27-04-2012,1236238,0,73,4,225,7
11,04-05-2012,1370251,0,79,4,225,7
11,11-05-2012,1300147,0,75,4,225,7
11,18-05-2012,1352442,0,73,4,225,7
11,25-05-2012,1297336,0,78,4,225,7
11,01-06-2012,1361595,0,82,4,225,7
11,08-06-2012,1414344,0,82,3,225,7
11,15-06-2012,1417875,0,85,3,225,7
11,22-06-2012,1355680,0,83,3,225,7
11,29-06-2012,1297029,0,88,3,225,7
11,06-07-2012,1461130,0,83,3,225,6
11,13-07-2012,1320240,0,82,3,225,6
11,20-07-2012,1344484,0,82,3,225,6
11,27-07-2012,1272395,0,85,3,225,6
11,03-08-2012,1399341,0,87,3,225,6
11,10-08-2012,1388974,0,86,3,225,6
11,17-08-2012,1421307,0,88,4,226,6
11,24-08-2012,1409516,0,83,4,226,6
11,31-08-2012,1372872,0,86,4,226,6
11,07-09-2012,1304584,1,85,4,226,6
11,14-09-2012,1267675,0,80,4,226,6
11,21-09-2012,1326133,0,74,4,226,6
11,28-09-2012,1227431,0,78,4,227,6
11,05-10-2012,1422794,0,73,4,227,6
11,12-10-2012,1311965,0,70,4,227,6
11,19-10-2012,1232073,0,74,4,227,6
11,26-10-2012,1200729,0,74,4,227,6
12,05-02-2010,1100046,0,49,3,126,14
12,12-02-2010,1117863,1,48,3,126,14
12,19-02-2010,1095422,0,55,3,127,14
12,26-02-2010,1048617,0,50,3,127,14
12,05-03-2010,1077018,0,54,3,127,14
12,12-03-2010,985594,0,50,3,127,14
12,19-03-2010,972088,0,60,3,127,14
12,26-03-2010,981616,0,60,3,127,14
12,02-04-2010,1011822,0,60,3,127,14
12,09-04-2010,1041239,0,59,3,127,14
12,16-04-2010,957998,0,65,3,127,14
12,23-04-2010,993833,0,65,3,126,14
12,30-04-2010,954220,0,67,3,126,14
12,07-05-2010,1043240,0,70,3,126,14
12,14-05-2010,966055,0,68,3,126,14
12,21-05-2010,958375,0,76,3,126,14
12,28-05-2010,955451,0,68,3,126,14
12,04-06-2010,1049357,0,81,3,126,14
12,11-06-2010,1016040,0,91,3,126,14
12,18-06-2010,956211,0,81,3,126,14
12,25-06-2010,958008,0,87,3,126,14
12,02-07-2010,951957,0,92,3,126,14
12,09-07-2010,943506,0,90,3,126,14
12,16-07-2010,916403,0,97,3,126,14
12,23-07-2010,912404,0,99,3,126,14
12,30-07-2010,913548,0,96,3,126,14
12,06-08-2010,967577,0,93,3,126,14
12,13-08-2010,928264,0,87,3,126,14
12,20-08-2010,948447,0,93,3,126,14
12,27-08-2010,1004516,0,93,3,126,14
12,03-09-2010,1075759,0,83,3,126,14
12,10-09-2010,903119,1,84,3,126,14
12,17-09-2010,852883,0,82,3,126,14
12,24-09-2010,851919,0,82,3,126,14
12,01-10-2010,850936,0,85,3,126,14
12,08-10-2010,918336,0,72,3,126,14
12,15-10-2010,862420,0,75,3,126,14
12,22-10-2010,857883,0,69,3,126,14
12,29-10-2010,955295,0,61,3,126,14
12,05-11-2010,929691,0,65,3,126,14
12,12-11-2010,942475,0,58,3,127,14
12,19-11-2010,894494,0,58,3,127,14
12,26-11-2010,1601377,1,48,3,127,14
12,03-12-2010,1069533,0,43,3,127,14
12,10-12-2010,1121934,0,50,3,127,14
12,17-12-2010,1295605,0,53,3,127,14
12,24-12-2010,1768250,0,52,3,127,14
12,31-12-2010,891737,1,46,3,127,14
12,07-01-2011,910110,0,38,3,127,14
12,14-01-2011,812012,0,43,3,127,14
12,21-01-2011,802106,0,54,3,127,14
12,28-01-2011,873119,0,51,3,128,14
12,04-02-2011,1046068,0,45,3,128,14
12,11-02-2011,1086422,1,51,3,128,14
12,18-02-2011,1128485,0,53,3,128,14
12,25-02-2011,1046204,0,48,4,128,14
12,04-03-2011,1085248,0,52,4,128,14
12,11-03-2011,997673,0,58,4,128,14
12,18-03-2011,1009502,0,64,4,129,14
12,25-03-2011,954107,0,54,4,129,14
12,01-04-2011,1005463,0,64,4,129,14
12,08-04-2011,998362,0,64,4,129,14
12,15-04-2011,990952,0,58,4,129,14
12,22-04-2011,1016019,0,72,4,129,14
12,29-04-2011,994966,0,68,4,129,14
12,06-05-2011,1021154,0,68,4,129,14
12,13-05-2011,977034,0,71,4,129,14
12,20-05-2011,924135,0,67,4,129,14
12,27-05-2011,964333,0,77,4,129,14
12,03-06-2011,970329,0,72,4,129,14
12,10-06-2011,996938,0,79,4,129,14
12,17-06-2011,986505,0,87,4,129,14
12,24-06-2011,997283,0,89,4,129,14
12,01-07-2011,961993,0,90,4,129,14
12,08-07-2011,943717,0,90,4,129,14
12,15-07-2011,936002,0,88,4,129,14
12,22-07-2011,922232,0,91,4,129,14
12,29-07-2011,890547,0,93,4,129,14
12,05-08-2011,988713,0,91,4,129,14
12,12-08-2011,955914,0,91,4,129,14
12,19-08-2011,966817,0,92,4,129,14
12,26-08-2011,1017593,0,95,4,129,14
12,02-09-2011,1052051,0,94,4,129,14
12,09-09-2011,922851,1,88,4,129,14
12,16-09-2011,889290,0,76,4,129,14
12,23-09-2011,871693,0,83,4,130,14
12,30-09-2011,866401,0,83,4,130,14
12,07-10-2011,951245,0,70,4,130,13
12,14-10-2011,927600,0,67,4,130,13
12,21-10-2011,938605,0,73,4,130,13
12,28-10-2011,990926,0,67,4,130,13
12,04-11-2011,1051945,0,60,4,130,13
12,11-11-2011,1095092,0,49,4,130,13
12,18-11-2011,970641,0,54,4,130,13
12,25-11-2011,1591920,1,53,4,130,13
12,02-12-2011,1071383,0,52,4,130,13
12,09-12-2011,1189646,0,42,4,130,13
12,16-12-2011,1293404,0,43,4,130,13
12,23-12-2011,1617612,0,45,4,130,13
12,30-12-2011,1111638,1,45,3,130,13
12,06-01-2012,945824,0,50,4,130,12
12,13-01-2012,865468,0,48,4,130,12
12,20-01-2012,855923,0,46,4,130,12
12,27-01-2012,888204,0,50,4,130,12
12,03-02-2012,1058768,0,51,4,130,12
12,10-02-2012,1199331,1,52,4,130,12
12,17-02-2012,1240049,0,52,4,130,12
12,24-02-2012,1112035,0,53,4,131,12
12,02-03-2012,1147637,0,52,4,131,12
12,09-03-2012,1113209,0,55,4,131,12
12,16-03-2012,1088499,0,64,4,131,12
12,23-03-2012,1045420,0,56,4,131,12
12,30-03-2012,1025382,0,64,4,131,12
12,06-04-2012,1128766,0,64,4,131,12
12,13-04-2012,1083811,0,64,4,131,12
12,20-04-2012,1006487,0,67,4,131,12
12,27-04-2012,1004252,0,78,4,131,12
12,04-05-2012,1073434,0,76,4,131,12
12,11-05-2012,1041995,0,77,4,131,12
12,18-05-2012,1020486,0,85,4,131,12
12,25-05-2012,991514,0,84,4,131,12
12,01-06-2012,981345,0,78,4,131,12
12,08-06-2012,1086231,0,85,4,131,12
12,15-06-2012,1019556,0,86,4,131,12
12,22-06-2012,981386,0,92,4,131,12
12,29-06-2012,943125,0,90,4,131,12
12,06-07-2012,1014899,0,89,4,131,11
12,13-07-2012,960313,0,96,4,131,11
12,20-07-2012,941550,0,86,4,131,11
12,27-07-2012,916968,0,93,4,131,11
12,03-08-2012,958667,0,88,4,131,11
12,10-08-2012,984690,0,96,4,131,11
12,17-08-2012,1005003,0,95,4,131,11
12,24-08-2012,1048101,0,85,4,131,11
12,31-08-2012,1061943,0,90,4,131,11
12,07-09-2012,955146,1,89,4,131,11
12,14-09-2012,885892,0,84,4,131,11
12,21-09-2012,922735,0,83,4,131,11
12,28-09-2012,880416,0,81,4,131,11
12,05-10-2012,979826,0,82,4,131,10
12,12-10-2012,934917,0,72,4,131,10
12,19-10-2012,960945,0,69,4,131,10
12,26-10-2012,974698,0,66,4,131,10
13,05-02-2010,1967221,0,32,3,126,8
13,12-02-2010,2030933,1,33,3,126,8
13,19-02-2010,1970275,0,36,3,127,8
13,26-02-2010,1817850,0,30,3,127,8
13,05-03-2010,1939980,0,41,3,127,8
13,12-03-2010,1840687,0,38,3,127,8
13,19-03-2010,1879795,0,42,3,127,8
13,26-03-2010,1882096,0,41,3,127,8
13,02-04-2010,2142482,0,42,3,127,8
13,09-04-2010,1898321,0,39,3,127,8
13,16-04-2010,1819660,0,50,3,127,8
13,23-04-2010,1909331,0,56,3,126,8
13,30-04-2010,1785823,0,48,3,126,8
13,07-05-2010,2005478,0,44,3,126,8
13,14-05-2010,1890273,0,50,3,126,8
13,21-05-2010,1853658,0,58,3,126,8
13,28-05-2010,1877359,0,53,3,126,8
13,04-06-2010,2022705,0,60,3,126,8
13,11-06-2010,2037881,0,65,3,126,8
13,18-06-2010,2003435,0,58,3,126,8
13,25-06-2010,1970340,0,72,3,126,8
13,02-07-2010,2018315,0,79,3,126,8
13,09-07-2010,1870844,0,71,3,126,8
13,16-07-2010,1932231,0,78,3,126,8
13,23-07-2010,1907351,0,82,3,126,8
13,30-07-2010,1817887,0,79,3,126,8
13,06-08-2010,1969121,0,81,3,126,8
13,13-08-2010,1877593,0,75,3,126,8
13,20-08-2010,1997398,0,76,3,126,8
13,27-08-2010,1908278,0,75,3,126,8
13,03-09-2010,1911853,0,66,3,126,8
13,10-09-2010,1772144,1,66,3,126,8
13,17-09-2010,1790280,0,67,3,126,8
13,24-09-2010,1705655,0,68,3,126,8
13,01-10-2010,1765584,0,69,3,126,8
13,08-10-2010,1871924,0,63,3,126,8
13,15-10-2010,1851431,0,54,3,126,8
13,22-10-2010,1796950,0,57,3,126,8
13,29-10-2010,1887895,0,45,3,126,8
13,05-11-2010,1854968,0,50,3,126,8
13,12-11-2010,1939965,0,43,3,127,8
13,19-11-2010,1925394,0,42,3,127,8
13,26-11-2010,2766400,1,28,3,127,8
13,03-12-2010,2083380,0,26,3,127,8
13,10-12-2010,2461468,0,37,3,127,8
13,17-12-2010,2771647,0,35,3,127,8
13,24-12-2010,3595903,0,35,3,127,8
13,31-12-2010,1675292,1,27,3,127,8
13,07-01-2011,1744544,0,17,3,127,7
13,14-01-2011,1682316,0,21,3,127,7
13,21-01-2011,1770177,0,35,3,127,7
13,28-01-2011,1633663,0,32,3,128,7
13,04-02-2011,1848187,0,23,3,128,7
13,11-02-2011,1944439,1,31,3,128,7
13,18-02-2011,2003481,0,41,3,128,7
13,25-02-2011,1831934,0,33,3,128,7
13,04-03-2011,1894961,0,34,3,128,7
13,11-03-2011,1852433,0,41,3,128,7
13,18-03-2011,1852444,0,45,3,129,7
13,25-03-2011,1807545,0,42,3,129,7
13,01-04-2011,1864239,0,42,3,129,7
13,08-04-2011,1887465,0,43,4,129,7
13,15-04-2011,1950994,0,42,4,129,7
13,22-04-2011,2124316,0,48,4,129,7
13,29-04-2011,1895583,0,44,4,129,7
13,06-05-2011,1986380,0,48,4,129,7
13,13-05-2011,1958824,0,52,4,129,7
13,20-05-2011,1860924,0,52,4,129,7
13,27-05-2011,1866370,0,55,4,129,7
13,03-06-2011,1935594,0,53,4,129,7
13,10-06-2011,1997817,0,61,4,129,7
13,17-06-2011,2086433,0,63,4,129,7
13,24-06-2011,2009163,0,66,4,129,7
13,01-07-2011,2048036,0,74,4,129,7
13,08-07-2011,2021699,0,77,4,129,7
13,15-07-2011,1956813,0,76,4,129,7
13,22-07-2011,1987089,0,78,4,129,7
13,29-07-2011,1880786,0,78,4,129,7
13,05-08-2011,2076232,0,76,4,129,7
13,12-08-2011,1970341,0,76,4,129,7
13,19-08-2011,2090341,0,77,4,129,7
13,26-08-2011,2035245,0,82,4,129,7
13,02-09-2011,1953629,0,77,4,129,7
13,09-09-2011,1872921,1,70,4,129,7
13,16-09-2011,1923224,0,68,4,129,7
13,23-09-2011,1847431,0,64,4,130,7
13,30-09-2011,1835663,0,68,4,130,7
13,07-10-2011,2067233,0,61,4,130,6
13,14-10-2011,1929659,0,52,4,130,6
13,21-10-2011,1973544,0,55,4,130,6
13,28-10-2011,1948734,0,47,4,130,6
13,04-11-2011,2036318,0,44,4,130,6
13,11-11-2011,2111592,0,34,4,130,6
13,18-11-2011,2016324,0,41,3,130,6
13,25-11-2011,2864171,1,39,3,130,6
13,02-12-2011,2051316,0,34,3,130,6
13,09-12-2011,2462779,0,25,3,130,6
13,16-12-2011,2760347,0,28,3,130,6
13,23-12-2011,3556766,0,25,3,130,6
13,30-12-2011,1969057,1,32,3,130,6
13,06-01-2012,1865753,0,34,3,130,6
13,13-01-2012,1794963,0,26,3,130,6
13,20-01-2012,1811606,0,33,3,130,6
13,27-01-2012,1733983,0,34,3,130,6
13,03-02-2012,1927781,0,31,3,130,6
13,10-02-2012,2069285,1,34,3,130,6
13,17-02-2012,2214477,0,37,3,130,6
13,24-02-2012,1929768,0,35,3,131,6
13,02-03-2012,1969743,0,32,3,131,6
13,09-03-2012,1986446,0,38,3,131,6
13,16-03-2012,2025583,0,52,4,131,6
13,23-03-2012,1904422,0,48,4,131,6
13,30-03-2012,1948983,0,53,4,131,6
13,06-04-2012,2271615,0,49,4,131,6
13,13-04-2012,2057638,0,52,4,131,6
13,20-04-2012,1955689,0,50,4,131,6
13,27-04-2012,1970122,0,65,4,131,6
13,04-05-2012,1995995,0,54,4,131,6
13,11-05-2012,2080764,0,56,4,131,6
13,18-05-2012,2131901,0,65,4,131,6
13,25-05-2012,2043349,0,62,4,131,6
13,01-06-2012,2035431,0,61,4,131,6
13,08-06-2012,2182438,0,68,4,131,6
13,15-06-2012,2152229,0,66,4,131,6
13,22-06-2012,2094373,0,73,4,131,6
13,29-06-2012,2037664,0,82,4,131,6
13,06-07-2012,2184980,0,79,4,131,6
13,13-07-2012,2002751,0,84,4,131,6
13,20-07-2012,2053089,0,76,4,131,6
13,27-07-2012,1914431,0,80,4,131,6
13,03-08-2012,2044148,0,82,4,131,6
13,10-08-2012,2041020,0,82,4,131,6
13,17-08-2012,2095769,0,79,4,131,6
13,24-08-2012,2059458,0,77,4,131,6
13,31-08-2012,2073855,0,79,4,131,6
13,07-09-2012,2165796,1,71,4,131,6
13,14-09-2012,1919917,0,69,4,131,6
13,21-09-2012,1938380,0,68,4,131,6
13,28-09-2012,1927664,0,65,4,131,6
13,05-10-2012,2041919,0,62,4,131,6
13,12-10-2012,1999079,0,55,4,131,6
13,19-10-2012,2018010,0,52,4,131,6
13,26-10-2012,2035190,0,47,4,131,6
14,05-02-2010,2623470,0,27,3,182,9
14,12-02-2010,1704219,1,28,3,182,9
14,19-02-2010,2204557,0,31,3,182,9
14,26-02-2010,2095592,0,35,3,182,9
14,05-03-2010,2237545,0,37,3,182,9
14,12-03-2010,2156035,0,46,3,182,9
14,19-03-2010,2066219,0,49,3,182,9
14,26-03-2010,2050396,0,54,3,182,9
14,02-04-2010,2495631,0,48,3,182,9
14,09-04-2010,2258781,0,65,3,182,9
14,16-04-2010,2121789,0,54,3,182,9
14,23-04-2010,2138145,0,53,3,182,9
14,30-04-2010,2082355,0,53,3,182,9
14,07-05-2010,2370117,0,71,3,182,9
14,14-05-2010,2129771,0,54,3,182,9
14,21-05-2010,2108187,0,63,3,182,9
14,28-05-2010,2227152,0,69,3,182,9
14,04-06-2010,2363601,0,76,3,182,9
14,11-06-2010,2249570,0,70,3,182,9
14,18-06-2010,2248646,0,73,3,182,9
14,25-06-2010,2246180,0,79,3,182,9
14,02-07-2010,2334788,0,77,3,182,9
14,09-07-2010,2236209,0,82,3,182,9
14,16-07-2010,2130287,0,78,3,182,9
14,23-07-2010,2044155,0,81,3,182,9
14,30-07-2010,2054843,0,80,3,182,9
14,06-08-2010,2219814,0,77,3,183,9
14,13-08-2010,2052985,0,78,3,183,9
14,20-08-2010,2057138,0,76,3,183,9
14,27-08-2010,2020332,0,71,3,183,9
14,03-09-2010,2182564,0,78,3,183,9
14,10-09-2010,2191768,1,71,3,183,9
14,17-09-2010,1953540,0,67,3,183,9
14,24-09-2010,1879891,0,69,3,183,9
14,01-10-2010,1855704,0,71,3,183,9
14,08-10-2010,2091663,0,56,3,183,9
14,15-10-2010,1932163,0,59,3,183,9
14,22-10-2010,1936621,0,53,3,183,9
14,29-10-2010,1984768,0,61,3,183,9
14,05-11-2010,2078417,0,46,3,183,9
14,12-11-2010,2092189,0,46,3,183,9
14,19-11-2010,1968463,0,50,3,183,9
14,26-11-2010,2921710,1,46,3,183,9
14,03-12-2010,2258490,0,41,3,183,9
14,10-12-2010,2600519,0,31,3,183,9
14,17-12-2010,2762861,0,31,3,183,9
14,24-12-2010,3818686,0,31,3,183,9
14,31-12-2010,1623716,1,30,3,183,9
14,07-01-2011,1864746,0,34,3,183,9
14,14-01-2011,1699096,0,25,3,183,9
14,21-01-2011,1743189,0,31,3,183,9
14,28-01-2011,1613718,0,24,3,183,9
14,04-02-2011,1995892,0,29,3,183,9
14,11-02-2011,1980405,1,30,3,184,9
14,18-02-2011,2019032,0,41,3,184,9
14,25-02-2011,1875709,0,36,3,184,9
14,04-03-2011,2041216,0,39,3,184,9
14,11-03-2011,1931105,0,45,4,185,9
14,18-03-2011,1932491,0,47,4,185,9
14,25-03-2011,1879451,0,42,4,185,9
14,01-04-2011,1869111,0,37,4,185,9
14,08-04-2011,2037799,0,49,4,185,9
14,15-04-2011,1974961,0,54,4,186,9
14,22-04-2011,2256461,0,53,4,186,9
14,29-04-2011,1930618,0,66,4,186,9
14,06-05-2011,2095600,0,58,4,186,9
14,13-05-2011,2004330,0,60,4,186,9
14,20-05-2011,1959968,0,62,4,186,9
14,27-05-2011,2080694,0,70,4,186,9
14,03-06-2011,2079899,0,76,4,186,9
14,10-06-2011,2132446,0,74,4,186,9
14,17-06-2011,2082083,0,69,4,186,9
14,24-06-2011,2069524,0,75,4,186,9
14,01-07-2011,2074668,0,74,4,186,9
14,08-07-2011,2063401,0,77,4,186,9
14,15-07-2011,1953545,0,78,4,186,9
14,22-07-2011,1882071,0,82,4,186,9
14,29-07-2011,1871021,0,81,4,186,9
14,05-08-2011,2066021,0,78,4,186,9
14,12-08-2011,1928774,0,77,4,186,9
14,19-08-2011,1896874,0,73,4,187,9
14,26-08-2011,2273471,0,73,4,187,9
14,02-09-2011,1750891,0,71,4,187,9
14,09-09-2011,2202743,1,71,4,187,9
14,16-09-2011,1864638,0,69,4,187,9
14,23-09-2011,1871556,0,64,4,187,9
14,30-09-2011,1809989,0,71,4,187,9
14,07-10-2011,2078797,0,56,4,187,9
14,14-10-2011,1890871,0,64,4,188,9
14,21-10-2011,2009005,0,60,4,188,9
14,28-10-2011,2056846,0,52,4,188,9
14,04-11-2011,2174057,0,44,4,188,9
14,11-11-2011,2081535,0,48,4,188,9
14,18-11-2011,1969361,0,51,4,188,9
14,25-11-2011,2685352,1,49,3,188,9
14,02-12-2011,2143081,0,50,3,189,9
14,09-12-2011,2470581,0,47,3,189,9
14,16-12-2011,2594363,0,40,3,189,9
14,23-12-2011,3369069,0,42,3,189,9
14,30-12-2011,1914149,1,38,3,189,9
14,06-01-2012,1859145,0,36,3,189,8
14,13-01-2012,1696248,0,41,4,189,8
14,20-01-2012,1789113,0,32,4,189,8
14,27-01-2012,1595362,0,38,4,190,8
14,03-02-2012,1877410,0,43,4,190,8
14,10-02-2012,2077256,1,37,4,190,8
14,17-02-2012,2020551,0,37,4,190,8
14,24-02-2012,1875040,0,43,4,190,8
14,02-03-2012,1926005,0,42,4,190,8
14,09-03-2012,2020839,0,46,4,190,8
14,16-03-2012,1941040,0,51,4,190,8
14,23-03-2012,1893448,0,59,4,191,8
14,30-03-2012,1905033,0,50,4,191,8
14,06-04-2012,2376022,0,50,4,191,9
14,13-04-2012,1912910,0,52,4,191,9
14,20-04-2012,1875686,0,63,4,191,9
14,27-04-2012,1784030,0,53,4,191,9
14,04-05-2012,1949354,0,55,4,191,9
14,11-05-2012,1987531,0,61,4,191,9
14,18-05-2012,1932233,0,66,4,191,9
14,25-05-2012,2030870,0,67,4,191,9
14,01-06-2012,2049485,0,74,4,191,9
14,08-06-2012,2099616,0,64,4,191,9
14,15-06-2012,1905734,0,72,4,191,9
14,22-06-2012,1660229,0,74,4,191,9
14,29-06-2012,1591835,0,75,4,191,9
14,06-07-2012,1862129,0,83,3,191,9
14,13-07-2012,1544422,0,80,4,191,9
14,20-07-2012,1553250,0,79,4,191,9
14,27-07-2012,1479515,0,77,4,191,9
14,03-08-2012,1656886,0,77,4,191,9
14,10-08-2012,1648570,0,79,4,191,9
14,17-08-2012,1660433,0,76,4,191,9
14,24-08-2012,1621841,0,73,4,191,9
14,31-08-2012,1613342,0,75,4,191,9
14,07-09-2012,1904512,1,76,4,192,9
14,14-09-2012,1554794,0,68,4,192,9
14,21-09-2012,1565352,0,65,4,192,9
14,28-09-2012,1522512,0,65,4,192,9
14,05-10-2012,1687592,0,65,4,192,9
14,12-10-2012,1639586,0,54,4,192,9
14,19-10-2012,1590275,0,56,4,192,9
14,26-10-2012,1704358,0,59,4,192,9
15,05-02-2010,652122,0,20,3,132,8
15,12-02-2010,682447,1,22,3,132,8
15,19-02-2010,660839,0,28,3,132,8
15,26-02-2010,564883,0,30,3,132,8
15,05-03-2010,605325,0,32,3,132,8
15,12-03-2010,604174,0,41,3,132,8
15,19-03-2010,593711,0,45,3,132,8
15,26-03-2010,592111,0,40,3,132,8
15,02-04-2010,718471,0,45,3,132,8
15,09-04-2010,634606,0,58,3,132,8
15,16-04-2010,641209,0,50,3,132,8
15,23-04-2010,643098,0,47,3,132,8
15,30-04-2010,570791,0,49,3,132,8
15,07-05-2010,661349,0,63,3,132,8
15,14-05-2010,594385,0,47,3,132,8
15,21-05-2010,616598,0,59,3,132,8
15,28-05-2010,744773,0,71,3,132,8
15,04-06-2010,693192,0,70,3,132,8
15,11-06-2010,619337,0,61,3,132,8
15,18-06-2010,652330,0,66,3,132,8
15,25-06-2010,672194,0,73,3,132,8
15,02-07-2010,709337,0,66,3,133,8
15,09-07-2010,691498,0,77,3,133,8
15,16-07-2010,633204,0,73,3,133,8
15,23-07-2010,598553,0,73,3,133,8
15,30-07-2010,619224,0,72,3,133,8
15,06-08-2010,639651,0,73,3,133,8
15,13-08-2010,622437,0,72,3,133,8
15,20-08-2010,637090,0,71,3,133,8
15,27-08-2010,649791,0,65,3,133,8
15,03-09-2010,638647,0,73,3,133,8
15,10-09-2010,641965,1,62,3,133,8
15,17-09-2010,583211,0,58,3,133,8
15,24-09-2010,548542,0,63,3,133,8
15,01-10-2010,566946,0,60,3,133,8
15,08-10-2010,591604,0,52,3,133,8
15,15-10-2010,577011,0,50,3,133,8
15,22-10-2010,600396,0,47,3,133,8
15,29-10-2010,598302,0,55,3,133,8
15,05-11-2010,612988,0,40,3,133,8
15,12-11-2010,619640,0,40,3,133,8
15,19-11-2010,608201,0,44,3,133,8
15,26-11-2010,1120019,1,41,3,133,8
15,03-12-2010,754135,0,36,3,133,8
15,10-12-2010,847294,0,24,3,133,8
15,17-12-2010,983825,0,25,3,133,8
15,24-12-2010,1368318,0,25,3,133,8
15,31-12-2010,543754,1,27,3,133,8
15,07-01-2011,509641,0,31,3,133,8
15,14-01-2011,479424,0,20,3,133,8
15,21-01-2011,487311,0,22,3,133,8
15,28-01-2011,481120,0,20,3,133,8
15,04-02-2011,556551,0,21,3,133,8
15,11-02-2011,582864,1,22,3,133,8
15,18-02-2011,649994,0,33,3,133,8
15,25-02-2011,547564,0,21,3,133,8
15,04-03-2011,573374,0,28,4,134,8
15,11-03-2011,537035,0,34,4,134,8
15,18-03-2011,551554,0,40,4,134,8
